"","Price","Surface","Building_type","District","Rent","Number_of_rooms","Condition"
"1419",476661,40.81,"blok mieszkalny","Ołtaszyn",480,1,"do wykończenia"
"1420",1118725,72.35,"blok mieszkalny","Krzyki",700,4,"do wykończenia"
"1421",609000,50.7,"blok mieszkalny","Jagodno",600,2,"dobry"
"1422",511286,42.29,"blok mieszkalny","Lipa Piotrowska",500,2,"do wykończenia"
"1423",580000,62.7,"blok mieszkalny","Krzyki",804,3,"do remontu"
"1424",894925,80.63,"blok mieszkalny","Żerniki",800,4,"do wykończenia"
"1425",803825,64.5,"apartamentowiec","Księże",600,3,"do wykończenia"
"1426",590000,42,"blok mieszkalny","Kleczków",530,2,"wysoki standard"
"1427",527000,25.19,"apartamentowiec","Stare Miasto",300,1,"do wykończenia"
"1428",1167934,61.84,"apartamentowiec","Stare Miasto",500,3,"bardzo dobry"
"1429",799000,68.27,"blok mieszkalny","Ołtaszyn",300,3,"bardzo dobry"
"1430",668825,43.15,"blok mieszkalny","Grabiszyn",13,2,"do wykończenia"
"1431",423000,32.74,"kamienica","Nadodrze",300,1,"dobry"
"1432",1349000,91.32,"blok mieszkalny","Krzyki",920,5,"nowe wykończone"
"1433",731728,48.14,"blok mieszkalny","Krzyki",580,2,"nowe wykończone"
"1434",736000,53.5,"blok mieszkalny","Powstańców Śląskich",550,3,"dobry"
"1435",2899000,133.7,"apartamentowiec","Plac Grunwaldzki",1200,3,"bardzo dobry"
"1436",699000,48,"apartamentowiec","Jagodno",500,3,"bardzo dobry"
"1437",619000,60.16,"blok mieszkalny","Lipa Piotrowska",700,3,"do wykończenia"
"1438",850000,48,"apartamentowiec","Oporów",700,2,"wysoki standard"
"1439",697000,44.82,"blok mieszkalny","Gądów",630,2,"bardzo dobry"
"1440",689000,76.56,"kamienica","Ołbin",600,4,"do remontu"
"1441",712000,37.83,"blok mieszkalny","Stare Miasto",450,1,"do wykończenia"
"1442",909000,75.38,"blok mieszkalny","Poświętne",500,3,"do wykończenia"
"1443",1290000,103,"kamienica","Grabiszyn",960,4,"wysoki standard"
"1444",649999,52.39,"blok mieszkalny","Przedmieście Świdnickie",600,2,"dobry"
"1445",530000,56,"blok mieszkalny","Oporów",950,3,"do remontu"
"1446",732000,48.8,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"1447",492660,57.96,"kamienica","Nadodrze",500,4,"dobry"
"1448",744192,72.96,"blok mieszkalny","Psie Pole",600,4,"do wykończenia"
"1449",520000,42.8,"kamienica","Księże",600,2,"dobry"
"1450",562408,46.48,"blok mieszkalny","Brochów",400,2,"deweloperski"
"1451",1040360,83.9,"blok mieszkalny","Księże",870,5,"do wykończenia"
"1452",859850,59.3,"blok mieszkalny","Grabiszyn",13,3,"do wykończenia"
"1453",753000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"1454",798969,74.69,"blok mieszkalny","Poświętne",730,3,"do wykończenia"
"1455",489000,35,"blok mieszkalny","Ołbin",550,1,"dobry"
"1456",717681,70.43,"blok mieszkalny","Lipa Piotrowska",500,4,"do wykończenia"
"1457",498550,42.25,"blok mieszkalny","Lipa Piotrowska",450,2,"do wykończenia"
"1458",917860,75.38,"blok mieszkalny","Poświętne",700,3,"do wykończenia"
"1459",484500,32.2,"blok mieszkalny","Muchobór Mały",655,2,"do remontu"
"1460",699999,37.5,"apartamentowiec","Stare Miasto",450,2,"bardzo dobry"
"1461",689465,35.01,"blok mieszkalny","Krzyki",600,1,"bardzo dobry"
"1462",655000,52.6,"blok mieszkalny","Krzyki",570,2,"bardzo dobry"
"1463",825000,64.04,"blok mieszkalny","Psie Pole",680,3,"wysoki standard"
"1464",679194,41.67,"blok mieszkalny","Krzyki",500,2,"do wykończenia"
"1465",815000,60,"apartamentowiec","Grabiszyn",650,3,"bardzo dobry"
"1466",840000,46,"apartamentowiec","Stare Miasto",650,2,"bardzo dobry"
"1467",1390000,79.39,"kamienica","Stare Miasto",1100,3,"wysoki standard"
"1468",590000,46.19,"dom wielorodzinny","Grabiszynek",800,2,"dobry"
"1469",695000,50,"blok mieszkalny","Różanka",900,2,"bardzo dobry"
"1470",583000,51.91,"apartamentowiec","Lipa Piotrowska",400,3,"do wykończenia"
"1471",724275,72.5,"blok mieszkalny","Lipa Piotrowska",400,4,"do wykończenia"
"1472",1127000,66.7,"blok mieszkalny","Swojczyce",700,3,"wysoki standard"
"1473",1010583,53.47,"blok mieszkalny","Stare Miasto",800,2,"wysoki standard"
"1474",1467439,81.46,"blok mieszkalny","Kleczków",860,4,"do wykończenia"
"1475",567500,42.35,"apartamentowiec","Partynice",450,2,"bardzo dobry"
"1476",525000,61.5,"dom wolnostojący","Osobowice",300,3,"do remontu"
"1477",584900,40,"blok mieszkalny","Borek",450,2,"dobry"
"1478",539000,54.12,"blok mieszkalny","Grabiszyn",675,3,"do remontu"
"1479",785000,65.32,"apartamentowiec","Jagodno",600,3,"do wykończenia"
"1480",479000,55.61,"kamienica","Brochów",900,2,"dobry"
"1481",773200,55.8,"blok mieszkalny","Krzyki",560,3,"do wykończenia"
"1482",856800,64.3,"blok mieszkalny","Księże",640,3,"do wykończenia"
"1483",1440000,90.64,"blok mieszkalny","Kleczków",900,4,"do wykończenia"
"1484",1170518,59.1,"apartamentowiec","Kleczków",700,3,"do wykończenia"
"1485",549000,36,"blok mieszkalny","Gądów",540,1,"bardzo dobry"
"1486",764282,45.88,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"1487",1948485,79.53,"apartamentowiec","Stare Miasto",1100,1,"do wykończenia"
"1488",855999,43.37,"apartamentowiec","Kleczków",550,2,"nowe wykończone"
"1489",590423,58.47,"blok mieszkalny","Wojszyce",800,3,"wysoki standard"
"1490",768000,52,"blok mieszkalny","Psie Pole",623,3,"-"
"1491",691530,26.7,"apartamentowiec","Krzyki",500,1,"wysoki standard"
"1492",790000,56.63,"apartamentowiec","Klecina",680,3,"do wykończenia"
"1493",599000,37.5,"apartamentowiec","Kleczków",775,2,"wysoki standard"
"1494",595000,49,"kamienica","Grabiszyn",350,2,"dobry"
"1495",1240000,55,"kamienica","Stare Miasto",580,2,"bardzo dobry"
"1496",662600,48.1,"apartamentowiec","Krzyki",560,3,"do wykończenia"
"1497",543967,33.35,"blok mieszkalny","Kleczków",400,2,"bardzo dobry"
"1498",1100000,59.24,"blok mieszkalny","Tarnogaj",700,3,"wysoki standard"
"1499",715000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"1500",889000,68,"apartamentowiec","Stare Miasto",800,3,"wysoki standard"
"1501",1194000,67.9,"blok mieszkalny","Kleczków",680,4,"do wykończenia"
"1502",709000,44.68,"apartamentowiec","Stare Miasto",600,2,"bardzo dobry"
"1503",724259,71.75,"blok mieszkalny","Maślice",700,3,"do wykończenia"
"1504",549000,36.2,"blok mieszkalny","Stare Miasto",520,1,"bardzo dobry"
"1505",580000,44.2,"blok mieszkalny","Psie Pole",600,3,"wysoki standard"
"1506",826480,57.08,"blok mieszkalny","Kleczków",700,3,"do wykończenia"
"1507",664000,50,"blok mieszkalny","Maślice",550,3,"bardzo dobry"
"1508",549000,43.1,"blok mieszkalny","Kuźniki",450,2,"bardzo dobry"
"1509",569000,38.04,"blok mieszkalny","Sołtysowice",500,2,"do wykończenia"
"1510",4e+05,33.17,"blok mieszkalny","Krzyki",367,2,"do odświeżenia"
"1511",1779000,118,"blok mieszkalny","Księże",1200,4,"do wykończenia"
"1512",695000,64.4,"blok mieszkalny","Muchobór Mały",880,3,"do odświeżenia"
"1513",1040000,50,"kamienica","Stare Miasto",580,2,"bardzo dobry"
"1514",1231200,102.6,"kamienica","Plac Grunwaldzki",430,4,"bardzo dobry"
"1515",749000,73.71,"blok mieszkalny","Gądów",800,4,"dobry"
"1516",449000,33,"kamienica","Nadodrze",100,1,"do odświeżenia"
"1517",655000,68.69,"blok mieszkalny","Maślice",550,3,"do wykończenia"
"1518",759000,60.43,"apartamentowiec","Pracze Odrzańskie",600,3,"wysoki standard"
"1519",1399000,100.18,"kamienica","Nadodrze",300,3,"bardzo dobry"
"1520",539590,33.35,"blok mieszkalny","Kleczków",450,1,"do wykończenia"
"1521",590000,47,"blok mieszkalny","Krzyki",500,2,"dobry"
"1522",279000,20,"apartamentowiec","Ołtaszyn",300,1,"bardzo dobry"
"1523",1200000,85.62,"blok mieszkalny","Swojczyce",1050,4,"dobry"
"1524",575595,47.7,"blok mieszkalny","Księże",450,2,"do wykończenia"
"1525",653000,45.3,"apartamentowiec","Kleczków",450,2,"do wykończenia"
"1526",790884,73.23,"blok mieszkalny","Księże",650,3,"bardzo dobry"
"1527",901564,79.28,"apartamentowiec","Krzyki",740,4,"do wykończenia"
"1528",959000,59.28,"blok mieszkalny","Tarnogaj",650,3,"bardzo dobry"
"1529",703075,53.3,"blok mieszkalny","Krzyki",600,2,"do wykończenia"
"1530",349900,25.2,"kamienica","Nadodrze",350,2,"do remontu"
"1531",799999,52.4,"apartamentowiec","Stare Miasto",1100,2,"bardzo dobry"
"1532",497420,26.6,"blok mieszkalny","Stare Miasto",500,1,"do wykończenia"
"1533",571000,39.26,"blok mieszkalny","Krzyki",440,2,"do wykończenia"
"1534",765000,70,"blok mieszkalny","Żerniki",600,3,"bardzo dobry"
"1535",659340,48.84,"blok mieszkalny","Gaj",454,2,"dobry"
"1536",665827,60.63,"blok mieszkalny","Psie Pole",400,3,"bardzo dobry"
"1537",1190000,81,"blok mieszkalny","Nadodrze",1000,5,"bardzo dobry"
"1538",1099990,67,"apartamentowiec","Swojczyce",860,4,"deweloperski"
"1539",1115900,93,"kamienica","Krzyki",480,4,"dobry"
"1540",1195000,97,"apartamentowiec","Krzyki",700,4,"bardzo dobry"
"1541",939000,64.55,"blok mieszkalny","Szczepin",650,3,"do wykończenia"
"1542",1950000,161,"apartamentowiec","Ołtaszyn",400,5,"bardzo dobry"
"1543",499000,28.55,"blok mieszkalny","Kleczków",400,2,"bardzo dobry"
"1544",1040000,68.16,"blok mieszkalny","Kleczków",680,4,"do wykończenia"
"1545",1467000,81.46,"blok mieszkalny","Kleczków",820,4,"do wykończenia"
"1546",749000,55.9,"kamienica","Powstańców Śląskich",850,3,"bardzo dobry"
"1547",1865640,111.05,"apartamentowiec","Biskupin",1000,5,"do wykończenia"
"1548",489000,48.6,"blok mieszkalny","Muchobór Wielki",750,2,"do remontu"
"1549",789123,68.21,"apartamentowiec","Oporów",550,4,"do wykończenia"
"1550",449000,49.4,"blok mieszkalny","Borek",600,2,"dobry"
"1551",605781,34.81,"blok mieszkalny","Kleczków",450,2,"do wykończenia"
"1552",605000,38.32,"blok mieszkalny","Krzyki",690,2,"bardzo dobry"
"1553",709000,61.38,"blok mieszkalny","Sołtysowice",610,3,"do wykończenia"
"1554",1056062,74.93,"blok mieszkalny","Krzyki",900,3,"nowe wykończone"
"1555",970000,70.2,"blok mieszkalny","Gądów",750,3,"bardzo dobry"
"1556",505978,42.2,"blok mieszkalny","Lipa Piotrowska",400,2,"do wykończenia"
"1557",829000,67.73,"blok mieszkalny","Maślice",800,3,"-"
"1558",650000,54,"blok mieszkalny","Tarnogaj",645,2,"wysoki standard"
"1559",615000,46.5,"kamienica","Plac Grunwaldzki",350,2,"dobry"
"1560",750000,33.25,"blok mieszkalny","Szczepin",550,2,"wysoki standard"
"1561",720000,50,"blok mieszkalny","Różanka",800,2,"bardzo dobry"
"1562",690000,59.2,"blok mieszkalny","Poświętne",500,3,"deweloperski"
"1563",795000,73.92,"blok mieszkalny","Przedmieście Oławskie",1200,2,"bardzo dobry"
"1564",626000,41.02,"apartamentowiec","Kleczków",500,2,"do wykończenia"
"1565",8e+05,66.2,"blok mieszkalny","Jagodno",900,3,"wysoki standard"
"1566",625000,57.1,"blok mieszkalny","Psie Pole",900,3,"wysoki standard"
"1567",730000,58.4,"apartamentowiec","Wojszyce",280,2,"do remontu"
"1568",719000,58,"blok mieszkalny","Poświętne",700,2,"bardzo dobry"
"1569",701550,31.82,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"1570",4e+05,33.52,"kamienica","Karłowice",150,2,"wysoki standard"
"1571",823000,64.3,"blok mieszkalny","Oporów",750,4,"do wykończenia"
"1572",919000,77,"blok mieszkalny","Ołbin",850,3,"do remontu"
"1573",603351,54.9,"blok mieszkalny","Lipa Piotrowska",400,3,"do wykończenia"
"1574",1196000,52,"apartamentowiec","Stare Miasto",890,2,"bardzo dobry"
"1575",560000,44.94,"kamienica","Powstańców Śląskich",980,2,"do remontu"
"1576",8e+05,70.3,"blok mieszkalny","Ołbin",1000,3,"dobry"
"1577",1108000,67.9,"blok mieszkalny","Kleczków",680,4,"do wykończenia"
"1578",735000,59,"apartamentowiec","Leśnica",800,3,"wysoki standard"
"1579",970000,97.72,"kamienica","Nadodrze",600,3,"dobry"
"1580",780000,49,"blok mieszkalny","Borek",800,2,"dobry"
"1581",1350000,142,"apartamentowiec","Krzyki",700,5,"bardzo dobry"
"1582",1320000,65.96,"apartamentowiec","Stare Miasto",750,3,"bardzo dobry"
"1583",711000,55.32,"blok mieszkalny","Poświętne",440,3,"do wykończenia"
"1584",748990,95,"blok mieszkalny","Krzyki",790,3,"bardzo dobry"
"1585",1088350,72.35,"blok mieszkalny","Klecina",350,4,"do wykończenia"
"1586",1170913,125.75,"apartamentowiec","Kowale",800,4,"deweloperski"
"1587",550000,99.83,"kamienica","Sołtysowice",1100,3,"-"
"1588",829999,63.01,"apartamentowiec","Księże",550,3,"bardzo dobry"
"1589",748999,57,"blok mieszkalny","Nowy Dwór",650,3,"bardzo dobry"
"1590",539000,36.26,"blok mieszkalny","Biskupin",580,2,"bardzo dobry"
"1591",1865640,111.05,"apartamentowiec","Biskupin",1000,5,"deweloperski"
"1592",679809,48.02,"blok mieszkalny","Poświętne",400,2,"do wykończenia"
"1593",641425,41.5,"blok mieszkalny","Kleczków",500,1,"do wykończenia"
"1594",711443,65.27,"blok mieszkalny","Maślice",522,3,"do wykończenia"
"1595",546000,39.3,"blok mieszkalny","Księże",400,2,"do wykończenia"
"1596",973000,39,"apartamentowiec","Krzyki",1000,2,"wysoki standard"
"1597",995000,70,"blok mieszkalny","Stare Miasto",600,3,"bardzo dobry"
"1598",937945,86.05,"blok mieszkalny","Księże",950000,3,"do wykończenia"
"1599",830000,67.23,"blok mieszkalny","Jagodno",1400,3,"bardzo dobry"
"1600",645000,55,"kamienica","Grabiszynek",300,3,"dobry"
"1601",630000,49.3,"blok mieszkalny","Gądów",700,2,"bardzo dobry"
"1602",1200000,85.62,"dom wielorodzinny","Swojczyce",1050,4,"dobry"
"1603",1084124,63.66,"blok mieszkalny","Kleczków",800,3,"do wykończenia"
"1604",469900,42,"kamienica","Przedmieście Oławskie",300,2,"do remontu"
"1605",567000,48.6,"blok mieszkalny","Nowy Dwór",715,2,"dobry"
"1606",560000,28.33,"apartamentowiec","Kleczków",380,2,"wysoki standard"
"1607",590000,38,"blok mieszkalny","Jagodno",500,2,"wysoki standard"
"1608",1259000,74.12,"blok mieszkalny","Krzyki",900,4,"bardzo dobry"
"1609",629999,45,"apartamentowiec","Krzyki",450,2,"wysoki standard"
"1610",1050000,70.01,"apartamentowiec","Krzyki",700,4,"deweloperski"
"1611",705000,47,"apartamentowiec","Jagodno",850,2,"bardzo dobry"
"1612",890000,63,"blok mieszkalny","Psie Pole",800,3,"bardzo dobry"
"1613",590000,47,"blok mieszkalny","Krzyki",550,2,"do odświeżenia"
"1614",845300,55.86,"apartamentowiec","Klecina",670,3,"do wykończenia"
"1615",785000,48.85,"blok mieszkalny","Krzyki",480,2,"do wykończenia"
"1616",929000,64.34,"apartamentowiec","Jagodno",730,3,"bardzo dobry"
"1617",610700,54.07,"blok mieszkalny","Poświętne",500,2,"do wykończenia"
"1618",749000,73.94,"kamienica","Karłowice",630,3,"do remontu"
"1619",555000,41,"apartamentowiec","Maślice",490,2,"wysoki standard"
"1620",589996,47.02,"blok mieszkalny","Krzyki",600,2,"do odświeżenia"
"1621",679000,41,"kamienica","Nadodrze",250,2,"wysoki standard"
"1622",549000,48,"kamienica","Plac Grunwaldzki",250,2,"do remontu"
"1623",882859,75.38,"blok mieszkalny","Poświętne",500,3,"do wykończenia"
"1624",722612,32.67,"blok mieszkalny","Stare Miasto",650,2,"bardzo dobry"
"1625",913746,45.46,"apartamentowiec","Szczepin",540,2,"do wykończenia"
"1626",999000,95.46,"dom wielorodzinny","Leśnica",1250,4,"dobry"
"1627",821888,74.69,"blok mieszkalny","Poświętne",600,3,"bardzo dobry"
"1628",1078001,91.73,"apartamentowiec","Jagodno",900,4,"do wykończenia"
"1629",646614,42.29,"blok mieszkalny","Krzyki",500,2,"bardzo dobry"
"1630",840000,43.36,"apartamentowiec","Stare Miasto",660,2,"bardzo dobry"
"1631",587125,38.5,"apartamentowiec","Krzyki",450,2,"nowe wykończone"
"1632",529000,35.1,"apartamentowiec","Jagodno",550,2,"wysoki standard"
"1633",618998,48.01,"blok mieszkalny","Krzyki",600,3,"bardzo dobry"
"1634",805000,64.1,"blok mieszkalny","Gądów",960,3,"bardzo dobry"
"1635",589000,49,"blok mieszkalny","Gądów",523,2,"dobry"
"1636",844999,71.26,"blok mieszkalny","Ołtaszyn",700,3,"bardzo dobry"
"1637",659000,56.09,"blok mieszkalny","Kuźniki",800,3,"wysoki standard"
"1638",827142,50.92,"blok mieszkalny","Stare Miasto",700,2,"do wykończenia"
"1639",620496,50.04,"blok mieszkalny","Księże",550,2,"do wykończenia"
"1640",279001,29.01,"kamienica","Księże",500,1,"do remontu"
"1641",598000,50.2,"kamienica","Gajowice",300,2,"do odświeżenia"
"1642",970000,50.35,"apartamentowiec","Stare Miasto",600,3,"wysoki standard"
"1643",640000,39.6,"blok mieszkalny","Szczepin",500,2,"bardzo dobry"
"1644",999000,63.53,"blok mieszkalny","Żerniki",770,4,"do wykończenia"
"1645",649000,48,"blok mieszkalny","Szczepin",500,3,"wysoki standard"
"1646",599000,38.5,"apartamentowiec","Jagodno",450,2,"wysoki standard"
"1647",587300,44,"blok mieszkalny","Karłowice",500,2,"wysoki standard"
"1648",2190000,106.4,"apartamentowiec","Krzyki",2800,3,"wysoki standard"
"1649",1507758,92.18,"apartamentowiec","Kleczków",920,5,"do wykończenia"
"1650",940763,79.28,"blok mieszkalny","Krzyki",900,4,"do wykończenia"
"1651",851634,58.6,"apartamentowiec","Krzyki",703,3,"do wykończenia"
"1652",648995,49.82,"blok mieszkalny","Krzyki",700,2,"wysoki standard"
"1653",730000,49.4,"blok mieszkalny","Swojczyce",640,2,"bardzo dobry"
"1654",610711,54.07,"blok mieszkalny","Poświętne",500,2,"do wykończenia"
"1655",735294,37.03,"blok mieszkalny","Stare Miasto",400,2,"bardzo dobry"
"1656",298931,20.13,"blok mieszkalny","Krzyki",300,1,"nowe wykończone"
"1657",619000,43.73,"apartamentowiec","Krzyki",500,2,"bardzo dobry"
"1658",1110000,45.3,"blok mieszkalny","Przedmieście Oławskie",600,2,"wysoki standard"
"1659",649000,45.19,"blok mieszkalny","Powstańców Śląskich",700,2,"wysoki standard"
"1660",829000,46.82,"blok mieszkalny","Przedmieście Oławskie",650,2,"bardzo dobry"
"1661",654000,53.94,"apartamentowiec","Ołtaszyn",700,3,"deweloperski"
"1662",565000,70,"kamienica","Ołbin",950,3,"do remontu"
"1663",586740,38.01,"apartamentowiec","Krzyki",600,2,"nowe wykończone"
"1664",5e+05,54,"kamienica","Ołbin",550,2,"do remontu"
"1665",799995,68.01,"blok mieszkalny","Lipa Piotrowska",458,3,"wysoki standard"
"1666",699900,55,"blok mieszkalny","Grabiszyn",645,3,"wysoki standard"
"1667",779999,51,"apartamentowiec","Maślice",580,2,"wysoki standard"
"1668",640000,39.06,"blok mieszkalny","Szczepin",500,2,"wysoki standard"
"1669",516682,44.58,"blok mieszkalny","Lipa Piotrowska",550,2,"do wykończenia"
"1670",585000,82,"kamienica","Leśnica",300,3,"dobry"
"1671",599000,63.11,"kamienica","Krzyki",290,3,"do remontu"
"1672",689047,42.77,"blok mieszkalny","Kleczków",500,1,"do wykończenia"
"1673",1148000,79.28,"blok mieszkalny","Klecina",890,4,"do wykończenia"
"1674",775000,73,"blok mieszkalny","Stare Miasto",378,3,"dobry"
"1675",795000,53.71,"blok mieszkalny","Partynice",710,2,"wysoki standard"
"1676",699000,72,"kamienica","Plac Grunwaldzki",1100,3,"bardzo dobry"
"1677",620000,47.64,"blok mieszkalny","Gajowice",740,2,"bardzo dobry"
"1678",684181,34.73,"blok mieszkalny","Krzyki",400,1,"wysoki standard"
"1679",739999,49.53,"apartamentowiec","Poświętne",450,2,"wysoki standard"
"1680",799000,49.91,"blok mieszkalny","Szczepin",500,2,"do wykończenia"
"1681",620000,48.5,"blok mieszkalny","Stare Miasto",590,2,"dobry"
"1682",799000,65.5,"blok mieszkalny","Gądów",1000,3,"dobry"
"1683",1020000,68.41,"apartamentowiec","Maślice",830,3,"wysoki standard"
"1684",694326,52.95,"blok mieszkalny","Kleczków",800,2,"do wykończenia"
"1685",750000,50.97,"blok mieszkalny","Oporów",500,3,"bardzo dobry"
"1686",525000,38.6,"kamienica","Gajowice",250,2,"wysoki standard"
"1687",1198500,51,"apartamentowiec","Krzyki",890,2,"bardzo dobry"
"1688",1277000,63.86,"kamienica","Stare Miasto",900,2,"wysoki standard"
"1689",571705,54.5,"blok mieszkalny","Psie Pole",800,3,"wysoki standard"
"1690",8e+05,54,"apartamentowiec","Stare Miasto",600,3,"bardzo dobry"
"1691",750000,53,"blok mieszkalny","Stare Miasto",1000,3,"do odświeżenia"
"1692",835000,56.23,"blok mieszkalny","Krzyki",870,3,"bardzo dobry"
"1693",665000,36.76,"blok mieszkalny","Tarnogaj",677,2,"bardzo dobry"
"1694",875000,81.17,"blok mieszkalny","Ołtaszyn",700,4,"bardzo dobry"
"1695",1249000,89,"kamienica","Krzyki",1400,4,"dobry"
"1696",750736,54.6,"blok mieszkalny","Krzyki",600,3,"do wykończenia"
"1697",626677,50.11,"kamienica","Plac Grunwaldzki",450,2,"wysoki standard"
"1698",1909440,79.56,"apartamentowiec","Stare Miasto",1200,3,"do wykończenia"
"1699",683284,53.8,"blok mieszkalny","Krzyki",650,3,"do wykończenia"
"1700",624000,46.99,"blok mieszkalny","Lipa Piotrowska",500,2,"-"
"1701",761662,32.58,"blok mieszkalny","Stare Miasto",400,2,"nowe wykończone"
"1702",465000,35.59,"blok mieszkalny","Ołbin",625,1,"bardzo dobry"
"1703",689876,60.9,"blok mieszkalny","Oporów",600,3,"do wykończenia"
"1704",655000,55.18,"kamienica","Ołbin",1000,2,"wysoki standard"
"1705",1099000,89.76,"apartamentowiec","Jagodno",750,5,"do wykończenia"
"1706",513040,27.09,"blok mieszkalny","Stare Miasto",300,1,"do wykończenia"
"1707",1315000,114,"kamienica","Stare Miasto",1500,7,"wysoki standard"
"1708",732836,56.63,"blok mieszkalny","Krzyki",400,3,"do wykończenia"
"1709",670558,48.02,"blok mieszkalny","Poświętne",450,2,"do wykończenia"
"1710",677171,42.61,"blok mieszkalny","Kleczków",500,1,"do wykończenia"
"1711",775154,48.04,"blok mieszkalny","Kleczków",550,2,"do wykończenia"
"1712",1262850,91.32,"blok mieszkalny","Klecina",350,5,"do wykończenia"
"1713",1262850,91.32,"blok mieszkalny","Klecina",350,5,"do wykończenia"
"1714",599996,38.72,"apartamentowiec","Jagodno",450,2,"bardzo dobry"
"1715",7e+05,99.7,"blok mieszkalny","Maślice",550,4,"bardzo dobry"
"1716",750000,63,"blok mieszkalny","Ołbin",1100,3,"wysoki standard"
"1717",598592,60.16,"blok mieszkalny","Lipa Piotrowska",600,3,"do wykończenia"
"1718",758999,56.25,"blok mieszkalny","Sołtysowice",700,3,"do wykończenia"
"1719",757275,71.4,"blok mieszkalny","Księże",712,4,"do wykończenia"
"1720",849900,94.5,"kamienica","Przedmieście Oławskie",1100,4,"do wykończenia"
"1721",530000,47.44,"kamienica","Grabiszyn",800,2,"do odświeżenia"
"1722",995000,78.32,"blok mieszkalny","Krzyki",900,3,"bardzo dobry"
"1723",500616,36.81,"blok mieszkalny","Jagodno",400,2,"do wykończenia"
"1724",1438835,99.23,"apartamentowiec","Grabiszyn",13,4,"do wykończenia"
"1725",595000,48.5,"blok mieszkalny","Stare Miasto",470,3,"wysoki standard"
"1726",518876,32.5,"apartamentowiec","Krzyki",500,2,"nowe wykończone"
"1727",709499,55.01,"blok mieszkalny","Gaj",830,3,"wysoki standard"
"1728",759999,61.2,"blok mieszkalny","Nowy Dwór",890,4,"bardzo dobry"
"1729",631000,58.5,"blok mieszkalny","Krzyki",590,2,"dobry"
"1730",719750,48.1,"blok mieszkalny","Krzyki",500,3,"bardzo dobry"
"1731",596250,47.7,"blok mieszkalny","Oporów",470,2,"do wykończenia"
"1732",549000,60,"kamienica","Kleczków",600,2,"bardzo dobry"
"1733",970202,85.11,"blok mieszkalny","Żerniki",850,4,"do wykończenia"
"1734",677171,42.61,"blok mieszkalny","Kleczków",500,1,"do wykończenia"
"1735",699478,59.53,"blok mieszkalny","Huby",650,3,"do wykończenia"
"1736",625000,57,"blok mieszkalny","Psie Pole",800,3,"bardzo dobry"
"1737",713372,65,"blok mieszkalny","Księże",700,3,"do wykończenia"
"1738",671500,60.55,"blok mieszkalny","Jagodno",720,3,"do wykończenia"
"1739",889500,59.3,"blok mieszkalny","Grabiszyn",13,3,"do wykończenia"
"1740",539000,41.8,"blok mieszkalny","Borek",600,2,"do remontu"
"1741",931000,53.05,"apartamentowiec","Stare Miasto",750,2,"bardzo dobry"
"1742",349900,67.1,"kamienica","Leśnica",200,4,"do remontu"
"1743",518176,32.5,"apartamentowiec","Krzyki",500,2,"nowe wykończone"
"1744",430000,37.9,"blok mieszkalny","Kozanów",400,2,"do remontu"
"1745",619000,34,"apartamentowiec","Szczepin",500,2,"nowe wykończone"
"1746",691530,26.7,"apartamentowiec","Stare Miasto",390,1,"bardzo dobry"
"1747",1289568,56.56,"apartamentowiec","Stare Miasto",700,3,"bardzo dobry"
"1748",987430,83.1,"blok mieszkalny","Oporów",830,5,"do wykończenia"
"1749",620000,62,"kamienica","Przedmieście Oławskie",320,2,"dobry"
"1750",510198,42.2,"blok mieszkalny","Lipa Piotrowska",400,2,"do wykończenia"
"1751",439412,29.69,"blok mieszkalny","Muchobór Mały",400,1,"do wykończenia"
"1752",1018661,80.17,"blok mieszkalny","Poświętne",600,4,"do wykończenia"
"1753",518875,32.45,"apartamentowiec","Partynice",510,2,"nowe wykończone"
"1754",649000,45.95,"blok mieszkalny","Muchobór Wielki",680,2,"bardzo dobry"
"1755",716000,28.64,"apartamentowiec","Przedmieście Oławskie",543,1,"wysoki standard"
"1756",619000,47.5,"blok mieszkalny","Krzyki",650,3,"bardzo dobry"
"1757",814900,63.3,"apartamentowiec","Jagodno",1000,3,"wysoki standard"
"1758",1038776,80.1,"blok mieszkalny","Poświętne",810,4,"do wykończenia"
"1759",1099000,65.67,"apartamentowiec","Przedmieście Oławskie",1200,2,"bardzo dobry"
"1760",1299000,65.53,"apartamentowiec","Przedmieście Oławskie",830,3,"bardzo dobry"
"1761",549207,39.8,"blok mieszkalny","Księże",500,2,"do wykończenia"
"1762",510000,41.59,"kamienica","Kleczków",450,3,"dobry"
"1763",889000,61.5,"blok mieszkalny","Tarnogaj",700,3,"bardzo dobry"
"1764",484565,25.79,"blok mieszkalny","Krzyki",300,1,"nowe wykończone"
"1765",508505,42.29,"blok mieszkalny","Lipa Piotrowska",450,2,"do wykończenia"
"1766",1283800,52.4,"apartamentowiec","Stare Miasto",750,2,"do wykończenia"
"1767",895000,60.45,"apartamentowiec","Jagodno",743,3,"wysoki standard"
"1768",952978,62.04,"blok mieszkalny","Stare Miasto",900,3,"bardzo dobry"
