"","Price","Surface","Building_type","District","Rent","Number_of_rooms","Condition"
"1",849000,69.18,"blok mieszkalny","Ołtaszyn",628,3,"dobry"
"2",1058157,80.13,"blok mieszkalny","Polanowice",640,4,"do wykończenia"
"3",739000,54.1,"blok mieszkalny","Sołtysowice",580,3,"bardzo dobry"
"4",542800,45.91,"blok mieszkalny","Przedmieście Oławskie",635,3,"dobry"
"5",1299900,95.04,"blok mieszkalny","Krzyki",1020,4,"bardzo dobry"
"6",524000,39.55,"blok mieszkalny","Stare Miasto",390,2,"wysoki standard"
"7",1288000,111,"kamienica","Borek",2000,4,"dobry"
"8",750000,60.01,"apartamentowiec","Muchobór Wielki",550,2,"do odświeżenia"
"9",619000,48.3,"blok mieszkalny","Szczepin",500,3,"-"
"10",526500,39.1,"blok mieszkalny","Szczepin",550,2,"bardzo dobry"
"11",529000,46,"blok mieszkalny","Biskupin",600,2,"do remontu"
"12",735000,58.8,"blok mieszkalny","Pilczyce",1000,4,"wysoki standard"
"13",791000,65.8,"apartamentowiec","Jagodno",700,3,"wysoki standard"
"14",1196855,50.93,"apartamentowiec","Przedmieście Oławskie",500,2,"wysoki standard"
"15",960000,64.57,"blok mieszkalny","Żerniki",650,3,"wysoki standard"
"16",716000,28.64,"apartamentowiec","Przedmieście Oławskie",450,1,"wysoki standard"
"17",691530,26.7,"apartamentowiec","Przedmieście Oławskie",420,1,"wysoki standard"
"18",689999,51.6,"blok mieszkalny","Krzyki",350,3,"do wykończenia"
"19",729500,71,"kamienica","Przedmieście Oławskie",400,3,"do remontu"
"20",699000,54.1,"blok mieszkalny","Szczepin",574,3,"do odświeżenia"
"21",619000,47,"blok mieszkalny","Szczepin",690,2,"dobry"
"22",929000,137.7,"dom wolnostojący","Polanowice",1,6,"dobry"
"23",699900,43.82,"blok mieszkalny","Ołtaszyn",486,2,"wysoki standard"
"24",610000,38,"apartamentowiec","Jagodno",650,2,"bardzo dobry"
"25",799000,59.56,"blok mieszkalny","Lipa Piotrowska",760,3,"wysoki standard"
"26",999000,108.76,"kamienica","Plac Grunwaldzki",430,3,"do remontu"
"27",1079000,66.38,"blok mieszkalny","Krzyki",560,4,"wysoki standard"
"28",557000,35,"blok mieszkalny","Krzyki",550,2,"wysoki standard"
"29",756130,45.55,"apartamentowiec","Przedmieście Oławskie",450,1,"do wykończenia"
"30",520000,42.81,"blok mieszkalny","Krzyki",600,2,"dobry"
"31",649999,42.17,"apartamentowiec","Przedmieście Oławskie",850,2,"wysoki standard"
"32",746000,61.9,"blok mieszkalny","Gaj",700,3,"bardzo dobry"
"33",499000,39,"blok mieszkalny","Jagodno",500,2,"do remontu"
"34",1200000,91.21,"blok mieszkalny","Lipa Piotrowska",900,4,"dobry"
"35",639000,71.12,"blok mieszkalny","Kozanów",980,4,"do odświeżenia"
"36",550000,46,"apartamentowiec","Jagodno",400,2,"do wykończenia"
"37",550000,47,"blok mieszkalny","Powstańców Śląskich",718,3,"dobry"
"38",590000,36,"blok mieszkalny","Muchobór Wielki",500,2,"wysoki standard"
"39",689000,59.78,"blok mieszkalny","Lipa Piotrowska",610,2,"dobry"
"40",505000,47,"blok mieszkalny","Grabiszyn",600,3,"do odświeżenia"
"41",649000,39.11,"apartamentowiec","Ołtaszyn",580,1,"wysoki standard"
"42",698000,64.9,"blok mieszkalny","Pilczyce",680,3,"bardzo dobry"
"43",890000,87.13,"blok mieszkalny","Muchobór Wielki",530,3,"bardzo dobry"
"44",729000,63.5,"blok mieszkalny","Szczepin",700,3,"bardzo dobry"
"45",585000,68.9,"blok mieszkalny","Muchobór Mały",908,3,"do remontu"
"46",599000,54.7,"blok mieszkalny","Pilczyce",610,2,"bardzo dobry"
"47",995000,78.32,"blok mieszkalny","Krzyki",905,3,"bardzo dobry"
"48",580000,63,"blok mieszkalny","Psie Pole",700,3,"dobry"
"49",579900,49.55,"blok mieszkalny","Huby",500,3,"dobry"
"50",529000,42.97,"blok mieszkalny","Krzyki",550,2,"wysoki standard"
"51",549000,58.6,"kamienica","Huby",370,3,"do remontu"
"52",555000,60.54,"kamienica","Ołbin",600,3,"do remontu"
"53",790000,44.69,"blok mieszkalny","Klecina",500,2,"bardzo dobry"
"54",760000,59.9,"blok mieszkalny","Zacisze",450,3,"wysoki standard"
"55",618000,47.82,"apartamentowiec","Psie Pole",800,2,"wysoki standard"
"56",549000,44.07,"blok mieszkalny","Muchobór Wielki",480,2,"bardzo dobry"
"57",699000,61.15,"blok mieszkalny","Krzyki",700,2,"bardzo dobry"
"58",395000,33,"kamienica","Nadodrze",450,2,"bardzo dobry"
"59",430000,24.96,"apartamentowiec","Gaj",450,1,"bardzo dobry"
"60",675000,26,"apartamentowiec","Stare Miasto",450,1,"wysoki standard"
"61",698000,65,"blok mieszkalny","Krzyki",920,3,"dobry"
"62",785000,63,"blok mieszkalny","Ołbin",937,3,"dobry"
"63",499000,29,"blok mieszkalny","Różanka",400,2,"bardzo dobry"
"64",529000,28,"blok mieszkalny","Różanka",400,2,"bardzo dobry"
"65",798000,73,"blok mieszkalny","Maślice",770,3,"dobry"
"66",538000,45,"blok mieszkalny","Krzyki",660,2,"bardzo dobry"
"67",649000,47.21,"dom wielorodzinny","Brochów",615,2,"bardzo dobry"
"68",1600000,79.48,"apartamentowiec","Kleczków",900,4,"wysoki standard"
"69",610000,57.13,"kamienica","Grabiszyn",500,3,"dobry"
"70",542500,38.2,"blok mieszkalny","Stare Miasto",850,2,"bardzo dobry"
"71",7e+05,69.9,"kamienica","Karłowice",9999,3,"dobry"
"72",697000,90,"kamienica","Ołbin",238,3,"do remontu"
"73",699000,77.78,"blok mieszkalny","Maślice",732,4,"deweloperski"
"74",540000,47.07,"kamienica","Ołbin",330,2,"dobry"
"75",1540000,70,"apartamentowiec","Krzyki",850,3,"wysoki standard"
"76",695000,48.3,"blok mieszkalny","Klecina",670,2,"bardzo dobry"
"77",549000,45.52,"blok mieszkalny","Jagodno",431,2,"bardzo dobry"
"78",585000,47.1,"blok mieszkalny","Gądów",570,2,"bardzo dobry"
"79",1419000,87,"apartamentowiec","Stare Miasto",800,4,"wysoki standard"
"80",890000,77,"apartamentowiec","Krzyki",700,3,"bardzo dobry"
"81",1099000,73.61,"apartamentowiec","Przedmieście Oławskie",1370,4,"wysoki standard"
"82",885000,68.15,"apartamentowiec","Przedmieście Oławskie",917,3,"bardzo dobry"
"83",463000,33,"kamienica","Krzyki",300,2,"-"
"84",570000,39.9,"kamienica","Pilczyce",470,2,"bardzo dobry"
"85",959000,62.69,"dom wielorodzinny","Tarnogaj",767,3,"bardzo dobry"
"86",823860,71.64,"dom wielorodzinny","Maślice",300,3,"bardzo dobry"
"87",784000,65.4,"blok mieszkalny","Jagodno",700,4,"bardzo dobry"
"88",562000,38,"blok mieszkalny","Szczepin",388,2,"wysoki standard"
"89",749000,55,"blok mieszkalny","Powstańców Śląskich",650,3,"wysoki standard"
"90",699000,52.5,"blok mieszkalny","Klecina",613,3,"wysoki standard"
"91",599000,48,"apartamentowiec","Oporów",600,2,"wysoki standard"
"92",639000,53,"blok mieszkalny","Grabiszyn",800,4,"bardzo dobry"
"93",475000,25.31,"dom wielorodzinny","Jagodno",336,1,"bardzo dobry"
"94",575000,36.11,"blok mieszkalny","Jagodno",450,2,"wysoki standard"
"95",599000,51.02,"apartamentowiec","Krzyki",420,2,"dobry"
"96",1250000,92.7,"blok mieszkalny","Plac Grunwaldzki",1237,4,"bardzo dobry"
"97",759000,70,"blok mieszkalny","Lipa Piotrowska",400,3,"bardzo dobry"
"98",1494640,95.2,"apartamentowiec","Maślice",730,4,"wysoki standard"
"99",1220000,83.3,"apartamentowiec","Swojczyce",940,4,"wysoki standard"
"100",759000,44.13,"blok mieszkalny","Kleczków",400,2,"wysoki standard"
"101",679000,48,"blok mieszkalny","Muchobór Wielki",475,3,"wysoki standard"
"102",450000,37.6,"blok mieszkalny","Grabiszyn",560,2,"dobry"
"103",650000,51,"apartamentowiec","Pracze Odrzańskie",805,2,"wysoki standard"
"104",469000,37.5,"blok mieszkalny","Brochów",875,2,"wysoki standard"
"105",689000,59,"kamienica","Grabiszyn",700,2,"bardzo dobry"
"106",1100000,51.38,"apartamentowiec","Przedmieście Oławskie",680,2,"wysoki standard"
"107",8e+05,66.67,"blok mieszkalny","Klecina",928,3,"bardzo dobry"
"108",8e+05,50.35,"apartamentowiec","Borek",700,3,"bardzo dobry"
"109",1199000,65.67,"apartamentowiec","Borek",600,3,"wysoki standard"
"110",638000,54.47,"blok mieszkalny","Krzyki",600,3,"do remontu"
"111",773000,67.3,"blok mieszkalny","Szczepin",700,3,"bardzo dobry"
"112",684000,50.98,"blok mieszkalny","Ołtaszyn",620,2,"bardzo dobry"
"113",538000,33.93,"blok mieszkalny","Szczepin",300,2,"do wykończenia"
"114",499000,45.32,"blok mieszkalny","Powstańców Śląskich",370,2,"bardzo dobry"
"115",767000,55.94,"blok mieszkalny","Jagodno",800,3,"wysoki standard"
"116",849000,60.91,"apartamentowiec","Poświętne",746,3,"wysoki standard"
"117",538000,54,"blok mieszkalny","Krzyki",600,2,"do remontu"
"118",370000,33,"dom wielorodzinny","Oporów",160,2,"do remontu"
"119",638000,40,"blok mieszkalny","Stare Miasto",600,2,"bardzo dobry"
"120",699999,68.5,"kamienica","Stare Miasto",763,3,"wysoki standard"
"121",799000,61,"blok mieszkalny","Muchobór Mały",1020,4,"wysoki standard"
"122",599000,51.7,"blok mieszkalny","Gądów",936,2,"bardzo dobry"
"123",489000,42.6,"kamienica","Brochów",400,2,"wysoki standard"
"124",1299900,95.04,"blok mieszkalny","Krzyki",1020,4,"bardzo dobry"
"125",449999,26.14,"blok mieszkalny","Grabiszyn",500,1,"wysoki standard"
"126",547100,42.09,"apartamentowiec","Gaj",770,2,"dobry"
"127",499000,31,"kamienica","Nowy Dwór",170,2,"wysoki standard"
"128",940000,86.38,"blok mieszkalny","Krzyki",300,4,"deweloperski"
"129",1060000,63.2,"apartamentowiec","Grabiszyn",800,2,"wysoki standard"
"130",515000,32.14,"blok mieszkalny","Gądów",650,1,"wysoki standard"
"131",1399000,130,"dom wolnostojący","Jagodno",500,5,"wysoki standard"
"132",455000,33.23,"apartamentowiec","Krzyki",520,1,"wysoki standard"
"133",939000,87.36,"kamienica","Kleczków",1200,3,"wysoki standard"
"134",490000,30,"kamienica","Nadodrze",650,1,"wysoki standard"
"135",950000,62.7,"blok mieszkalny","Różanka",760,3,"wysoki standard"
"136",530000,32.9,"apartamentowiec","Partynice",500,2,"wysoki standard"
"137",509000,51,"kamienica","Nadodrze",270,2,"dobry"
"138",764999,72.5,"kamienica","Ołbin",1000,3,"wysoki standard"
"139",549900,66.21,"kamienica","Przedmieście Oławskie",350,4,"dobry"
"140",699999,63,"apartamentowiec","Psie Pole",570,3,"wysoki standard"
"141",1099000,93.49,"apartamentowiec","Ołtaszyn",900,4,"bardzo dobry"
"142",595000,58.2,"blok mieszkalny","Różanka",515,3,"dobry"
"143",729900,87.7,"apartamentowiec","Ołbin",1000,3,"wysoki standard"
"144",1250000,85,"apartamentowiec","Stare Miasto",870,4,"wysoki standard"
"145",639000,50,"blok mieszkalny","Gądów",750,2,"do remontu"
"146",730000,51.26,"blok mieszkalny","Gaj",800,2,"dobry"
"147",768625,61.49,"kamienica","Przedmieście Oławskie",500,2,"do remontu"
"148",819000,67.4,"kamienica","Przedmieście Oławskie",550,3,"do odświeżenia"
"149",729000,80.41,"kamienica","Ołbin",590,3,"bardzo dobry"
"150",819000,67.4,"kamienica","Stare Miasto",550,3,"do odświeżenia"
"151",489000,58,"kamienica","Ołbin",240,2,"do remontu"
"152",729000,63,"blok mieszkalny","Gądów",950,3,"dobry"
"153",905000,63.85,"apartamentowiec","Grabiszyn",750,2,"bardzo dobry"
"154",692000,54.04,"blok mieszkalny","Poświętne",350,2,"bardzo dobry"
"155",412999,23.51,"blok mieszkalny","Gądów",360,1,"bardzo dobry"
"156",929000,64.35,"blok mieszkalny","Jagodno",650,3,"wysoki standard"
"157",599000,43.42,"kamienica","Stare Miasto",550,2,"bardzo dobry"
"158",720000,57.78,"blok mieszkalny","Ołtaszyn",750,3,"bardzo dobry"
"159",8e+05,54,"blok mieszkalny","Gajowice",560,2,"wysoki standard"
"160",769000,75.17,"kamienica","Grabiszyn",917,3,"bardzo dobry"
"161",529000,36.3,"blok mieszkalny","Przedmieście Oławskie",530,2,"do odświeżenia"
"162",445000,27,"blok mieszkalny","Stare Miasto",470,1,"wysoki standard"
"163",675000,65.59,"blok mieszkalny","Huby",730,3,"do odświeżenia"
"164",509000,49,"blok mieszkalny","Krzyki",595,2,"wysoki standard"
"165",644000,64.45,"kamienica","Grabiszyn",340,3,"bardzo dobry"
"166",705000,59,"blok mieszkalny","Ołbin",770,4,"do odświeżenia"
"167",510000,46,"blok mieszkalny","Oporów",550,2,"dobry"
"168",544000,59.13,"kamienica","Nadodrze",600,2,"do remontu"
"169",721000,49,"apartamentowiec","Swojczyce",550,3,"wysoki standard"
"170",780000,62.5,"apartamentowiec","Karłowice",650,3,"wysoki standard"
"171",649000,56.66,"kamienica","Huby",1000,2,"wysoki standard"
"172",764000,54.1,"blok mieszkalny","Sołtysowice",780,3,"bardzo dobry"
"173",469000,37.16,"kamienica","Gaj",230,2,"dobry"
"174",769000,47.43,"blok mieszkalny","Swojczyce",550,2,"wysoki standard"
"175",1150000,99.91,"kamienica","Huby",550,4,"bardzo dobry"
"176",559000,74.42,"kamienica","Nadodrze",585,3,"bardzo dobry"
"177",550000,29.9,"apartamentowiec","Przedmieście Oławskie",561,1,"-"
"178",669000,60.3,"blok mieszkalny","Różanka",700,3,"dobry"
"179",725000,52.55,"blok mieszkalny","Krzyki",570,2,"dobry"
"180",696000,50.07,"blok mieszkalny","Krzyki",900,2,"bardzo dobry"
"181",915000,60,"blok mieszkalny","Różanka",850,3,"bardzo dobry"
"182",1290000,80,"blok mieszkalny","Muchobór Wielki",1033,4,"wysoki standard"
"183",510000,39,"blok mieszkalny","Ołtaszyn",350,2,"do odświeżenia"
"184",639000,56,"blok mieszkalny","Krzyki",680,3,"do odświeżenia"
"185",750000,34.3,"apartamentowiec","Szczepin",638,1,"bardzo dobry"
"186",690000,62.2,"kamienica","Grabiszyn",360,2,"wysoki standard"
"187",1899000,70,"apartamentowiec","Stare Miasto",1500,3,"wysoki standard"
"188",719000,48.35,"blok mieszkalny","Swojczyce",500,2,"bardzo dobry"
"189",1099000,95,"blok mieszkalny","Ołtaszyn",990,3,"bardzo dobry"
"190",699000,53,"apartamentowiec","Sołtysowice",620,3,"bardzo dobry"
"191",669000,56.43,"blok mieszkalny","Partynice",600,2,"bardzo dobry"
"192",630000,45.09,"kamienica","Stare Miasto",450,2,"bardzo dobry"
"193",8e+05,102,"kamienica","Karłowice",355,5,"dobry"
"194",720000,58.13,"apartamentowiec","Psie Pole",880,4,"wysoki standard"
"195",575000,46.54,"blok mieszkalny","Krzyki",370,3,"do remontu"
"196",499900,47,"blok mieszkalny","Karłowice",720,2,"dobry"
"197",560000,40,"blok mieszkalny","Szczepin",600,2,"wysoki standard"
"198",580000,43.12,"apartamentowiec","Muchobór Wielki",400,2,"dobry"
"199",425000,32,"blok mieszkalny","Muchobór Wielki",475,1,"wysoki standard"
"200",747000,83.63,"blok mieszkalny","Karłowice",1100,5,"dobry"
"201",420000,40.3,"kamienica","Brochów",470,2,"do odświeżenia"
"202",919000,92.14,"blok mieszkalny","Partynice",741,3,"bardzo dobry"
"203",648000,54,"blok mieszkalny","Gądów",300,2,"bardzo dobry"
"204",780000,67,"apartamentowiec","Lipa Piotrowska",750,3,"wysoki standard"
"205",580000,67.83,"kamienica","Plac Grunwaldzki",981,3,"do odświeżenia"
"206",940000,63.5,"kamienica","Grabiszyn",600,3,"wysoki standard"
"207",579777,61.08,"kamienica","Kleczków",500,4,"bardzo dobry"
"208",635900,53,"blok mieszkalny","Kuźniki",600,3,"wysoki standard"
"209",670000,48.8,"apartamentowiec","Poświętne",800,2,"wysoki standard"
"210",599990,49.62,"apartamentowiec","Muchobór Wielki",500,2,"wysoki standard"
"211",549000,41.2,"kamienica","Nadodrze",100,2,"wysoki standard"
"212",750000,48.75,"blok mieszkalny","Biskupin",660,3,"wysoki standard"
"213",990900,57.95,"blok mieszkalny","Tarnogaj",700,3,"nowe wykończone"
"214",649000,58.13,"blok mieszkalny","Muchobór Wielki",800,2,"wysoki standard"
"215",550000,35,"apartamentowiec","Wojnów",225,2,"wysoki standard"
"216",606000,46.65,"blok mieszkalny","Szczepin",500,4,"wysoki standard"
"217",795000,79.9,"blok mieszkalny","Leśnica",350,4,"bardzo dobry"
"218",599000,48,"blok mieszkalny","Powstańców Śląskich",650,2,"dobry"
"219",679000,50,"apartamentowiec","Stare Miasto",760,2,"bardzo dobry"
"220",569474,49.57,"apartamentowiec","Krzyki",600,2,"deweloperski"
"221",499950,35,"blok mieszkalny","Stare Miasto",660,2,"dobry"
"222",495000,36,"blok mieszkalny","Psie Pole",350,2,"bardzo dobry"
"223",790000,60,"apartamentowiec","Karłowice",600,2,"wysoki standard"
"224",577000,37.5,"blok mieszkalny","Krzyki",620,2,"dobry"
"225",1079000,72.5,"apartamentowiec","Sępolno",700,3,"wysoki standard"
"226",650000,45.57,"kamienica","Borek",600,2,"nowe wykończone"
"227",480000,42,"kamienica","Nowy Dwór",600,2,"dobry"
"228",1199000,80.58,"blok mieszkalny","Plac Grunwaldzki",800,3,"wysoki standard"
"229",659000,59.3,"blok mieszkalny","Kozanów",770,3,"dobry"
"230",599000,47.46,"kamienica","Grabiszyn",300,2,"nowe wykończone"
"231",509000,36,"blok mieszkalny","Maślice",550,2,"dobry"
"232",690000,53.6,"blok mieszkalny","Różanka",720,3,"do odświeżenia"
"233",650000,46,"blok mieszkalny","Ołbin",800,3,"bardzo dobry"
"234",423000,26.9,"blok mieszkalny","Grabiszyn",422,1,"dobry"
"235",749000,50,"kamienica","Stare Miasto",550,2,"wysoki standard"
"236",1199000,122.55,"kamienica","Stare Miasto",774,3,"do remontu"
"237",374900,33.05,"kamienica","Nadodrze",260,1,"bardzo dobry"
"238",650000,52,"kamienica","Ołbin",400,2,"bardzo dobry"
"239",1099000,117,"apartamentowiec","Muchobór Wielki",600,4,"wysoki standard"
"240",1075900,55.5,"apartamentowiec","Szczepin",750,3,"wysoki standard"
"241",999000,46.59,"apartamentowiec","Przedmieście Oławskie",900,2,"dobry"
"242",599000,54,"blok mieszkalny","Różanka",550,3,"dobry"
"243",725000,36.61,"blok mieszkalny","Krzyki",677,2,"wysoki standard"
"244",410000,27,"blok mieszkalny","Krzyki",250,1,"do remontu"
"245",610000,55.8,"blok mieszkalny","Szczepin",700,3,"dobry"
"246",1295000,71.26,"blok mieszkalny","Szczepin",600,3,"do wykończenia"
"247",615000,48.84,"blok mieszkalny","Kuźniki",750,2,"bardzo dobry"
"248",850000,73.74,"apartamentowiec","Ołtaszyn",750,3,"dobry"
"249",735000,54.97,"blok mieszkalny","Maślice",650,3,"wysoki standard"
"250",719000,64.4,"blok mieszkalny","Gądów",1030,3,"bardzo dobry"
"251",699000,66.12,"blok mieszkalny","Klecina",650,3,"deweloperski"
"252",999000,80,"kamienica","Ołbin",500,3,"wysoki standard"
"253",599000,46.1,"blok mieszkalny","Gaj",530,2,"dobry"
"254",698000,63.5,"kamienica","Ołbin",800,3,"wysoki standard"
"255",595200,49.6,"blok mieszkalny","Nowy Dwór",800,2,"do odświeżenia"
"256",699000,64,"blok mieszkalny","Stare Miasto",800,3,"wysoki standard"
"257",599000,38.7,"apartamentowiec","Jagodno",450,2,"wysoki standard"
"258",425000,29.62,"apartamentowiec","Krzyki",170,1,"wysoki standard"
"259",419000,33.5,"blok mieszkalny","Krzyki",300,1,"dobry"
"260",849000,75,"apartamentowiec","Muchobór Wielki",746,3,"wysoki standard"
"261",599000,59,"blok mieszkalny","Krzyki",852,3,"do odświeżenia"
"262",815000,98.03,"kamienica","Nadodrze",1100,7,"dobry"
"263",560000,38.65,"apartamentowiec","Kowale",550,2,"wysoki standard"
"264",499900,39.1,"blok mieszkalny","Szczepin",824,2,"dobry"
"265",775000,70.33,"kamienica","Grabiszyn",1003,2,"wysoki standard"
"266",689999,57.91,"apartamentowiec","Krzyki",1000,2,"wysoki standard"
"267",665000,53,"blok mieszkalny","Grabiszyn",1000,3,"wysoki standard"
"268",665000,55.7,"blok mieszkalny","Muchobór Wielki",201,2,"dobry"
"269",960000,75,"kamienica","Krzyki",460,3,"wysoki standard"
"270",735800,54,"blok mieszkalny","Gaj",700,3,"wysoki standard"
"271",699000,67,"blok mieszkalny","Kuźniki",1100,3,"wysoki standard"
"272",749900,65,"blok mieszkalny","Stare Miasto",610,3,"do odświeżenia"
"273",879000,63.56,"blok mieszkalny","Gaj",1150,3,"wysoki standard"
"274",959000,63.5,"apartamentowiec","Stare Miasto",900,3,"dobry"
"275",999000,91.6,"blok mieszkalny","Jagodno",1400,4,"-"
"276",899500,67,"apartamentowiec","Borek",550,3,"bardzo dobry"
"277",698000,64.03,"blok mieszkalny","Krzyki",851,4,"do odświeżenia"
"278",650000,53.1,"blok mieszkalny","Jagodno",730,2,"bardzo dobry"
"279",799000,82.5,"blok mieszkalny","Nowy Dwór",860,3,"do remontu"
"280",1058157,80.13,"blok mieszkalny","Polanowice",640,4,"do wykończenia"
"281",826648,58.7,"blok mieszkalny","Polanowice",528,2,"do wykończenia"
"282",706676,48.02,"blok mieszkalny","Polanowice",432,2,"do wykończenia"
"283",624904,45.79,"blok mieszkalny","Polanowice",412,2,"do wykończenia"
"284",925040,74.69,"blok mieszkalny","Polanowice",597,3,"do wykończenia"
"285",706676,48.02,"blok mieszkalny","Polanowice",432,2,"do wykończenia"
"286",706676,48.02,"blok mieszkalny","Polanowice",432,2,"do wykończenia"
"287",925040,74.69,"blok mieszkalny","Polanowice",597,3,"do wykończenia"
"288",624904,45.79,"blok mieszkalny","Polanowice",412,2,"do wykończenia"
"289",826648,58.7,"blok mieszkalny","Polanowice",528,2,"do wykończenia"
"290",1099900,63,"apartamentowiec","Krzyki",600,3,"bardzo dobry"
"291",859000,69,"blok mieszkalny","Ołbin",960,6,"bardzo dobry"
"292",1300000,112.33,"kamienica","Przedmieście Oławskie",450,3,"wysoki standard"
"293",739000,58.8,"blok mieszkalny","Stare Miasto",550,2,"do remontu"
"294",535000,36.5,"blok mieszkalny","Gaj",570,2,"wysoki standard"
"295",699000,61.15,"blok mieszkalny","Krzyki",700,2,"bardzo dobry"
"296",4e+05,36,"blok mieszkalny","Ołbin",251,2,"do remontu"
"297",890000,77,"apartamentowiec","Partynice",700,3,"wysoki standard"
"298",690000,64,"blok mieszkalny","Krzyki",750,3,"dobry"
"299",1020000,68.72,"blok mieszkalny","Księże",892,4,"wysoki standard"
"300",727000,58.04,"blok mieszkalny","Wojnów",375,3,"-"
"301",930000,87.06,"blok mieszkalny","Ołtaszyn",800,5,"deweloperski"
"302",780000,71.44,"blok mieszkalny","Ołtaszyn",700,3,"deweloperski"
"303",652000,52.2,"blok mieszkalny","Księże",512,2,"bardzo dobry"
"304",743460,52.6,"blok mieszkalny","Gajowice",600,3,"bardzo dobry"
"305",794900,60.62,"apartamentowiec","Jagodno",550,3,"wysoki standard"
"306",545000,33,"blok mieszkalny","Krzyki",450,2,"dobry"
"307",417000,29.03,"apartamentowiec","Gaj",450,1,"-"
"308",508800,42.4,"kamienica","Tarnogaj",1e+06,2,"do remontu"
"309",760000,65.04,"blok mieszkalny","Jagodno",1100,3,"wysoki standard"
"310",480000,32.8,"apartamentowiec","Partynice",250,2,"wysoki standard"
"311",849000,63.17,"blok mieszkalny","Księże",697,3,"bardzo dobry"
"312",495000,28.33,"blok mieszkalny","Różanka",485,2,"bardzo dobry"
"313",639000,45,"blok mieszkalny","Jagodno",657,2,"nowe wykończone"
"314",829000,72.32,"blok mieszkalny","Karłowice",1400,3,"bardzo dobry"
"315",515000,50.83,"kamienica","Krzyki",600,3,"do remontu"
"316",395000,28.7,"blok mieszkalny","Borek",425,1,"bardzo dobry"
"317",388999,35.51,"kamienica","Huby",300,1,"do remontu"
"318",879000,66.78,"blok mieszkalny","Muchobór Wielki",450,3,"bardzo dobry"
"319",1245434,57.13,"blok mieszkalny","Stare Miasto",650,3,"bardzo dobry"
"320",499999,31.6,"blok mieszkalny","Gaj",430,1,"-"
"321",939000,77.74,"apartamentowiec","Nowy Dwór",950,3,"do wykończenia"
"322",491352,29.23,"apartamentowiec","Nadodrze",400,1,"do wykończenia"
"323",810000,56,"blok mieszkalny","Brochów",800,3,"bardzo dobry"
"324",640000,53.9,"blok mieszkalny","Różanka",1000,3,"wysoki standard"
"325",678001,40,"blok mieszkalny","Jagodno",500,2,"wysoki standard"
"326",750000,63,"blok mieszkalny","Plac Grunwaldzki",880,3,"dobry"
"327",559900,42.36,"blok mieszkalny","Gaj",580,2,"bardzo dobry"
"328",765000,72.3,"blok mieszkalny","Różanka",953,3,"bardzo dobry"
"329",6e+05,50,"kamienica","Grabiszyn",300,2,"do odświeżenia"
"330",559000,50,"blok mieszkalny","Kuźniki",600,2,"dobry"
"331",635000,57,"kamienica","Grabiszyn",800,2,"wysoki standard"
"332",937682,104.21,"blok mieszkalny","Jagodno",712,4,"deweloperski"
"333",579000,47.04,"blok mieszkalny","Szczepin",600,3,"dobry"
"334",913747,101.55,"blok mieszkalny","Jagodno",712,4,"deweloperski"
"335",710246,65.22,"blok mieszkalny","Jagodno",712,3,"do wykończenia"
"336",576000,49,"blok mieszkalny","Gądów",600,3,"do odświeżenia"
"337",589500,59.51,"blok mieszkalny","Karłowice",900,2,"dobry"
"338",640000,53.8,"blok mieszkalny","Różanka",850,3,"wysoki standard"
"339",490000,32.7,"apartamentowiec","Partynice",250,2,"do odświeżenia"
"340",720000,63,"blok mieszkalny","Psie Pole",670,4,"wysoki standard"
"341",835000,57.23,"blok mieszkalny","Muchobór Wielki",400,3,"nowe wykończone"
"342",648000,62.9,"blok mieszkalny","Kozanów",650,3,"dobry"
"343",699000,47.5,"apartamentowiec","Ołtaszyn",590,2,"wysoki standard"
"344",679999,63,"kamienica","Kuźniki",1100,3,"wysoki standard"
"345",765000,51.5,"kamienica","Tarnogaj",860,2,"wysoki standard"
"346",715000,65.86,"kamienica","Stare Miasto",650,2,"do remontu"
"347",699000,54.5,"apartamentowiec","Jagodno",590,3,"bardzo dobry"
"348",349799,20.31,"blok mieszkalny","Grabiszyn",350,1,"bardzo dobry"
"349",599000,54,"blok mieszkalny","Huby",700,3,"do remontu"
"350",988680,44.94,"blok mieszkalny","Stare Miasto",650,2,"bardzo dobry"
"351",569999,42.5,"blok mieszkalny","Jagodno",450,2,"wysoki standard"
"352",668999,42.5,"kamienica","Przedmieście Oławskie",100,2,"wysoki standard"
"353",374999,28.5,"blok mieszkalny","Krzyki",400,1,"do remontu"
"354",519999,41.05,"blok mieszkalny","Krzyki",430,2,"wysoki standard"
"355",869999,75.04,"blok mieszkalny","Muchobór Wielki",750,3,"wysoki standard"
"356",729999,54.5,"blok mieszkalny","Krzyki",760,3,"wysoki standard"
"357",805000,51,"blok mieszkalny","Kleczków",740,3,"bardzo dobry"
"358",699000,57.71,"kamienica","Powstańców Śląskich",985,3,"wysoki standard"
"359",549000,47.5,"blok mieszkalny","Kozanów",750,2,"bardzo dobry"
"360",514495,37.03,"blok mieszkalny","Szczepin",700,2,"wysoki standard"
"361",348998,67.4,"kamienica","Leśnica",200,4,"do remontu"
"362",548900,28.14,"apartamentowiec","Szczepin",400,2,"bardzo dobry"
"363",890000,75.5,"apartamentowiec","Plac Grunwaldzki",902,4,"wysoki standard"
"364",730000,53.61,"blok mieszkalny","Klecina",600,3,"bardzo dobry"
